INSTNM,CITY,ADM_RATE,SATVR25,SATVR75,SATMT25,SATMT75,SATWR25,SATWR75,SATVRMID,SATMTMID,SATWRMID,ACTCM25,ACTCM75,ACTEN25,ACTEN75,ACTMT25,ACTMT75,ACTWR25,ACTWR75,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,SAT_AVG_ALL,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,UGDS_WHITENH,UGDS_BLACKNH,UGDS_API,NPT4_PUB,NPT4_PRIV,NPT4_PROG,NPT4_OTHER,NPT41_PUB,NPT42_PUB,NPT43_PUB,NPT44_PUB,NPT45_PUB,NPT41_PRIV,NPT42_PRIV,NPT43_PRIV,NPT44_PRIV,NPT45_PRIV,NPT41_PROG,NPT42_PROG,NPT43_PROG,NPT44_PROG,NPT45_PROG,NPT41_OTHER,NPT42_OTHER,NPT43_OTHER,NPT44_OTHER,NPT45_OTHER,NPT4_048_PUB,NPT4_048_PRIV,NPT4_048_PROG,NPT4_048_OTHER,NPT4_3075_PUB,NPT4_3075_PRIV,NPT4_75UP_PUB,NPT4_75UP_PRIV,NPT4_3075_PROG,NPT4_3075_OTHER,NPT4_75UP_PROG,NPT4_75UP_OTHER,COSTT4_A,COSTT4_P,TUITIONFEE_IN,TUITIONFEE_OUT,TUITIONFEE_PROG,FEMALE,FIRST_GEN,FAMINC,MD_FAMINC
Community Care College,Tulsa,,,,,,,,,,,,,,,,,,,,,,,,,0.0861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.075,0.0,0.4745,0.1752,0.0754,0.0155,0.1752,0.0,0.0443,0.0177,0.0222,,,,,24465.0,,,,,,,,23971.0,24787.0,24299.0,28212.0,28783.0,,,,,,,,,,,,24309.0,,,,24625.0,,28355.0,,,,,,28783.0,,,14963.0,0.7679216091,0.5435582822,25820.037648,17680
Erie 1 BOCES,West Seneca,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1403,0.0791,0.1046,0.0,0.0,0.4286,0.0,0.0,0.4472,0.4472,0.0757,0.0138,0.0,0.0115,0.0,0.0,0.0046,,,,8761.0,,,,8760.0,8767.0,,,,,,,,,,,,,,,,,,,8761.0,,,,8767.0,,,,,,,,,13767.0,,,12500.0,0.7884615385,0.4515418502,29460.138462,21027.5
HDS Truck Driving Institute,Tucson,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2238,0.1314,0.4988,0.0073,0.0097,0.0097,0.0049,0.0,0.1144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11775.0,0.1125,0.4615384615,20290.73125,16758
International Training Careers,Miami,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,21186.0,,,,,,,,21053.0,23220.0,25862.0,,,,,,,,,,,,,,21130.0,,,,23881.0,,,,,,,,27212.0,,,13395.0,0.9159090909,0.6422535211,7072.5318182,0
The King's University,Southlake,0.9375,,,,,,,505.0,495.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0488,0.0,0.0,0.0,0.5725,0.0863,0.1333,0.0275,0.0196,0.0,0.0706,0.0078,0.0824,,,,,22020.0,,,,,,,,20002.0,22575.0,18905.0,25835.0,23958.0,,,,,,,,,,,,21288.0,,,,20129.0,,24584.0,,,,,27335.0,,12720.0,12720.0,,0.5378151261,0.4,46631.096639,35185
Fortis College-Baton Rouge,Baton Rouge,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.164,0.0,0.0,0.0,0.836,0.0,0.0,0.1173,0.832,0.024,0.016,0.0,0.0,0.008,0.0,0.0027,,,,,26402.0,,,,,,,,26187.0,27425.0,26875.0,,,,,,,,,,,,,,26377.0,,,,27288.0,,,,,,,31555.0,,15881.0,15881.0,,0.7693099897,0.5462184874,22184.008754,16203.5
My Le's Beauty College,Sacramento,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0263,0.0368,0.0842,0.8421,0.0,0.0,0.0,0.0,0.0105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300.0,PS,PS,11508.643678,6911
New Concept Massage and Beauty School,Miami,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1964,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,12919.0,,,,,,,,12918.0,12919.0,12919.0,,,,,,,,,,,,,,12919.0,,,,12919.0,,,,,,,,17735.0,,,14780.0,0.8870056497,0.7578125,6686.2429379,0
New York College of Traditional Chinese Medicine,Mineola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0411,0.0137,0.0274,0.7671,0.0,0.0,0.0,0.0959,0.0548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,PS,30506.825,18870
Fortis College-Orange Park,Orange Park,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2928,0.5478,0.0754,0.0232,0.0058,0.0029,0.0464,0.0,0.0058,,,,,23626.0,,,,,,,,23147.0,21845.0,27360.0,28708.0,28708.0,,,,,,,,,,,,22937.0,,,,23913.0,,28708.0,,,,,28708.0,,14115.0,14115.0,,0.8952702703,0.4959183673,26357.974662,18895
Northeastern Seminary,Rochester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Omega Institute of Cosmetology,Houma,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8704,0.0185,0.0185,0.0185,0.0556,0.0,0.0185,0.0,0.0,,,,,9660.0,,,,,,,,6363.0,7725.0,,14220.0,13293.0,,,,,,,,,,,,6704.0,,,,7725.0,,13602.0,,,,,,14220.0,,,16400.0,PS,PS,54560.054545,45117
Pacific Islands University,Mangilao,0.6889,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1029,0.0441,0.1029,0.0147,0.0,0.7059,0.0,0.0147,0.0147,,,,,6731.0,,,,,,,,6731.0,,,,,,,,,,,,,,,,6731.0,,,,,,,,,,,13226.0,,6866.0,6866.0,,0.5303030303,0.3913043478,4896.5454545,0
PCI College,Cerritos,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0659,0.011,0.7912,0.1099,0.0165,0.0055,0.0,0.0,0.0,,,,,23597.0,,,,,,,,23042.0,24241.0,23417.0,26842.0,24342.0,,,,,,,,,,,,23394.0,,,,23932.0,,25592.0,,,,,,29387.0,,,38670.0,0.9038461538,0.6119402985,25028.461538,19391.5
Rosedale Bible College,Irwin,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8816,0.0132,0.0526,0.0,0.0,0.0,0.0132,0.0395,0.0,,,,,7038.0,,,,,,,,3196.0,4425.0,8110.0,13736.0,,,,,,,,,,,,,3898.0,,,,6881.0,,13736.0,,,,,19418.0,,9418.0,9418.0,,0.5227272727,PS,39225.545455,35027.5
Seattle Institute of East Asian Medicine,Seattle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shawnee Beauty College,Shawnee,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6964,0.1429,0.0,0.0,0.1607,0.0,0.0,0.0,0.0,,,,,7924.0,,,,,,,,7359.0,10030.0,10909.0,,,,,,,,,,,,,,7841.0,,,,10147.0,,,,,,,,12409.0,,,13480.0,PS,PS,21933.103448,16985
Acupuncture and Massage College,Miami,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2537,0.1194,0.5373,0.0746,0.0149,0.0,0.0,0.0,0.0,,,,,34297.0,,,,,,,,33958.0,35915.0,,,,,,,,,,,,,,,34297.0,,,,35915.0,,,,,,,37935.0,,11843.0,11843.0,,0.6063829787,PS,23976.776596,13923
Upper Valley Educators Institute,Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6111111111,PS,44341.666667,30740.5
Keck Graduate Institute,Claremont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5090909091,PS,30412.572727,12945.5
Aviation Institute of Maintenance-Atlanta,Duluth,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8921,0.1079,0.0,0.0,0.0,0.0,0.0,0.1882,0.4876,0.1332,0.0398,0.0041,0.0041,0.1071,0.0261,0.0096,,,,,24252.0,,,,,,,,22964.0,24955.0,24788.0,27305.0,28698.0,,,,,,,,,,,,23296.0,,,,24853.0,,27915.0,,,,,28698.0,,16657.0,16657.0,,0.0863930886,0.4445407279,29927.25486,21224
Empire Beauty School-Kennesaw,Kennesaw,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1351,0.4505,0.0541,0.027,0.0,0.0,0.018,0.0,0.3153,,,,,17079.0,,,,,,,,16056.0,16892.0,21193.0,21193.0,21193.0,,,,,,,,,,,,16257.0,,,,17507.0,,21193.0,,,,,,21193.0,,,19260.0,0.9515469936,0.490608565,23747.683596,14725
New York Automotive and Diesel Institute,Jamaica,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0517,0.3621,0.3374,0.0985,0.0271,0.0049,0.0197,0.0074,0.0911,,,,,28573.0,,,,,,,,26839.0,29154.0,31630.0,33475.0,32875.0,,,,,,,,,,,,27408.0,,,,30243.0,,33261.0,,,,,,34475.0,,,38600.0,0.0369822485,0.5766423358,21637.810651,15125
Remington College-Baton Rouge Campus,Baton Rouge,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3929,0.0,0.0,0.0,0.4048,0.0,0.0,0.0526,0.9079,0.0197,0.0066,0.0,0.0,0.0132,0.0,0.0,,,,,28047.0,,,,,,,,27812.0,30178.0,31555.0,,,,,,,,,,,,,,27872.0,,,,31096.0,,,,,,,33140.0,,14968.0,14968.0,,0.7714097497,0.5946662943,18536.512846,13648
New Saint Andrews College,Moscow,0.8296,600.0,680.0,540.0,640.0,550.0,660.0,,,605.0,24.0,31.0,23.0,35.0,22.0,28.0,6.0,8.0,,,,7.0,1283.0,1283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7257,0.0133,0.0487,0.0133,0.0088,0.0044,0.0088,0.0044,0.1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14500.0,14500.0,,,,,
Arkansas State University-Newport,Newport,,,,,,,,,,,,,,,,,,,,,,,,,0.0162,0.0,0.0,0.0,0.0,0.0,0.0,0.0332,0.0394,0.0,0.0224,0.0,0.0,0.0,0.0,0.1181,0.0,0.0,0.0,0.0,0.0733,0.0,0.0,0.0,0.0,0.0,0.0,0.0216,0.0,0.0,0.0216,0.098,0.017,0.1636,0.0,0.3503,0.0255,0.0,0.6932,0.2115,0.0533,0.0087,0.0096,0.0,0.0017,0.0,0.0219,,,,9581.0,,,,8595.0,9395.0,10727.0,12540.0,14338.0,,,,,,,,,,,,,,,,8838.0,,,,9998.0,,13310.0,,,,,,14963.0,,2952.0,4416.0,,0.6645919779,0.4987951807,29371.627939,21512.5
Atenas College,Manati,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2602.0,,,,,,,,2082.0,4509.0,5648.0,9151.0,,,,,,,,,,,,,2383.0,,,,4851.0,,9151.0,,,,,13214.0,,8198.0,8198.0,,0.6946808511,0.5214646465,9099.1234043,0
Onondaga Cortland Madison BOCES,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0563,0.2351,0.1656,0.0,0.0,0.4205,0.0596,0.0,0.513,0.375,0.0339,0.0313,0.0078,0.0,0.0391,0.0,0.0,,,,12478.0,,,,9355.0,10795.0,14090.0,17498.0,19773.0,,,,,,,,,,,,,,,,9931.0,,,,11555.0,,19015.0,,,,,,,20967.0,,,14150.0,0.5442477876,0.4453441296,29132.247788,19136
National American University-Ellsworth,Box Elder,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0769,0.0,0.0,0.8462,0.0,0.5532,0.0638,0.0,0.0213,0.0426,0.0426,0.1064,0.0,0.1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6675.0,6675.0,,0.7582205029,0.5379245283,24330.835441,17982
Interactive College of Technology,Pasadena,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857,0.7143,0.0,0.2745,0.1961,0.5098,0.0196,0.0,0.0,0.0,0.0,0.0,,,,,12818.0,,,,,,,,12863.0,,,12321.0,,,,,,,,,,,,,12863.0,,,,,,12321.0,,,,,19821.0,,10610.0,10610.0,,0.5772703133,0.7677573823,11530.653744,0
Pillar College,Newark,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.4198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0741,0.0,0.0,0.3704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0988,0.0,0.1931,0.172,0.5,0.0079,0.0026,0.0,0.0132,0.0979,0.0132,,,,,24290.0,,,,,,,,23591.0,28152.0,21335.0,,,,,,,,,,,,,,24558.0,,,,26107.0,,,,,,,37989.0,,23668.0,23668.0,,0.6756756757,0.5873015873,29013.606607,18259
Miami Ad School-San Francisco,San Francisco,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0833,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19400.0,19400.0,,0.4834437086,PS,42117.907285,24014
Oregon State University-Cascades Campus,Bend,0.7902,,,,,470.0,560.0,618.0,605.0,515.0,,,,,,,7.0,8.0,25.0,22.0,24.0,8.0,,,0.0465,0.0603,0.0,0.0032,0.0176,0.0,0.1498,0.0,0.0104,0.1648,0.0,0.0072,0.0478,0.0,0.0087,0.0096,0.0,0.0671,0.0104,0.0,0.0102,0.0379,0.0031,0.0,0.0178,0.0,0.0485,0.0,0.0014,0.0521,0.0,0.0,0.0,0.0,0.0249,0.0461,0.1449,0.0096,0.7519,0.0077,0.1029,0.0269,0.0125,0.0029,0.0587,0.0144,0.0221,,,,16836.0,,,,10036.0,14252.0,14124.0,16058.0,21798.0,,,,,,,,,,,,,,,,11542.0,,,,14182.0,,20602.0,,,,,,25731.0,,11628.0,32763.0,,0.5083557321,0.31369606,63645.897394,44450
Milan Institute-Amarillo,Amarillo,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5065,0.0,0.0,0.2792,0.1299,0.513,0.0,0.0,0.0,0.0649,0.0065,0.0065,,,,,25961.0,,,,,,,,25533.0,26109.0,27760.0,31632.0,,,,,,,,,,,,,25648.0,,,,26755.0,,31632.0,,,,,,31632.0,,,16366.0,0.8741258741,0.7198879552,20100.681818,15473.5
Southern University Law Center,Baton Rouge,,,,,,,,,,,,,,,,,,,,,,,,940.0,0.0346,0.0083,0.0,0.0,0.0332,0.0,0.0416,0.0,0.0097,0.0762,0.0055,0.0,0.0291,0.0,0.0069,0.0,0.0,0.0388,0.0028,0.0,0.0263,0.0,0.0,0.0,0.0097,0.0,0.0485,0.1205,0.0499,0.0679,0.0,0.0,0.0,0.0,0.0069,0.2285,0.1496,0.0055,0.0064,0.9587,0.0064,0.0,0.0,0.0,0.0143,0.0032,0.0111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6367601246,0.3966005666,33136.902181,23466
Texas Barber College,Houston,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0248,0.7523,0.2072,0.0045,0.0023,0.0023,0.0068,0.0,0.0,,,,,15431.0,,,,,,,,15297.0,17273.0,15816.0,20682.0,,,,,,,,,,,,,15396.0,,,,16759.0,,20682.0,,,,,,20682.0,,,14720.0,0.1821515892,0.5919055649,15915.067237,12269
Miller-Motte College-Charleston,Charleston,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0187,0.0,0.0,0.0,0.0,0.0,0.6869,0.0,0.271,0.0234,0.0,0.1494,0.7529,0.0575,0.0115,0.0,0.0,0.0172,0.0,0.0115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000.0,0.5105920695,0.5862318841,22994.267789,16310
American Career College-Anaheim,Anaheim,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0881,0.0505,0.5782,0.2184,0.0082,0.0123,0.0403,0.0,0.0041,,,,,27785.0,,,,,,,,26806.0,27113.0,27972.0,30523.0,30690.0,,,,,,,,,,,,26895.0,,,,27600.0,,30626.0,,,,,,31440.0,,,37848.0,0.7830323194,0.5599022005,23351.174192,15438.5
Saginaw Chippewa Tribal College,Mount Pleasant,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.2727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4545,0.0,0.0,0.0,0.0,0.1818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909,0.0,0.1574,0.0556,0.0278,0.0,0.7222,0.0,0.0278,0.0,0.0093,,,,8233.0,,,,8055.0,8589.0,,,,,,,,,,,,,,,,,,,8233.0,,,,8589.0,,,,,,,,13616.0,,2210.0,2210.0,,0.5694444444,0.5806451613,16879.597222,11292
Richmont Graduate University,Chattanooga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Seattle School of Theology & Psychology,Seattle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northwest College-Hillsboro,Hillsboro,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3846,0.0,0.4231,0.0,0.0385,0.0,0.1538,0.0,0.0,,,,,19060.0,,,,,,,,19060.0,,,,,,,,,,,,,,,,19060.0,,,,,,,,,,,,23332.0,,,16645.0,0.8960526316,0.4967845659,27217.776316,17784
